Tool Name,Masterformat,Material Category,Material Subcategory,Category OpenEPD Name,Category L2,Category L3,Category L4,Country,Regions Applicable,Datapoint Type,Plant Admin District,Plant Admin District 2,Plant Name,Plant Address,Manufacturer,Category Declared Unit,Quantity Unit (EC3),Default Unit,Quantity Unit,Product Name,Product Description,Index,Expiry Date,Published Date,Image URL,Density (kg/m2),Density (kg/m3),Category Description,Category Mass per Declared Unit,Concrete Aggregate Size Unit,Concrete Air Entrainment,Concrete Compressive Strength Unit,Plant Type,Reviewer Name,Stored Carbon,Use Stored Carbon,Concrete Aggregate Size (mm),Concrete Compressive Strength,Concrete Slump (in),EC3 Uncertainty Factor (%),GWP Fossil + Biogenic (kgCO2e),GWP per Default Unit,AP per Default Unit,EP per Default Unit,SFP per Default Unit,ODP per Default Unit,NRE per Default Unit,GWPbio per Default Unit
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified BOSIG Baukunststoffe GmbH Plant(s),,BOSIG Baukunststoffe GmbH,1 m2,,m2 x RSI,m2,Phonotherm®,"Phonotherm® construction boards are made of highquality CFC-, HCFC- and Formaldehyde-free Polyurethane rigid foam (PU) residues. The material characteristics include water resistance, water permeability; insensitivity towards moisture and therefore prevention of putrefaction; isolation and insulation. Phonotherm® has a high stability despite low deadweight. The boards are produced in different dimensions and thicknesses. For the use and application of the product the respective national provisions at the place of use apply, in Germany for example the Building Codes of the countries and the corresponding national specifications. This EPD serves as a source of evidence for product specific requirements for DGNB, LEED and BREEAM certifications in the building sector.",ec3gbtdd,44982,43157,https://cqddatastore.blob.core.windows.net/cqd/images/1523be6a7d0049119a5f4f4a743a68b6.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.243,49.616,49.616,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Brødr. Sunde as Plant(s),,Sundolitt AB,1 m2,,m2 x RSI,m2,#split Sundolitt EPS and Sundolitt Climate EPS,"The product is usually used in Denmark for heat insulation of buildings and comes in many dimensions with a range of thermal conductivity and compressive stress’. EPS insulation can be used almost anywhere in buildings: Slab floor, flooring, walls and roofs.",ec39fhqy,46786,44960,https://cqddatastore.blob.core.windows.net/cqd/images/a0eb1698897740abaa48ba15da2cb066.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.243,1.222865,1.222865,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Brødr. Sunde as Plant(s),,Sundolitt AB,1 m2,,m2 x RSI,m2,Sundolitt® XPS,"Sundolitt® XPS insulation material is made from extruded polystyrene that have high compressive strength, very low water absorption, and very good insulating properties. Areas of use for Sundolitt® XPS is insulating and frost protection for buildings and construction, as well as the technical installations. This includes protection against frost for buildings of all kinds, road, railway, sports facilities, etc. The lifetime of the Sundolitt® XPS is long and the properties will be kept intact. The material meets the strict requirements for insulation and comfort, moisture absorption and insulating properties which are set for insulating and frost protection. Sundolitt® XPS is produced at Skedsmo plant by Brødr. Sunde as.",ec3es4dt,44208,42381,https://cqddatastore.blob.core.windows.net/cqd/images/bf3a1ad688fa464ea9331fa8b550567a.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.243,3.7,3.7,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Bundesverband der Gipsindustrie Plant(s),,Bundesverband der Gipsindustrie,1 m2,,m2 x RSI,m2,FIRE-RESISTANT PLASTERBOARD,"Knauf fire resistant plasterboards GKF/GKFI are generally used in interior construction as panels in drywall contructions/systems for increased fire protection requirements. The Declaration refers to 1 m2 fire-resistant plasterboard with thickness of 12.5 mm and a surface weight of ≥ 10 kg/m2. The life cycle assessment results can be applied approximately to other board thicknesses, too.",ec3ze3zd,44062,41871,https://cqddatastore.blob.core.windows.net/cqd/images/33a74ffb0a2d464fa65dec1a2b193a91.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,2.12,2.12,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Carlisle Construction Materials Plant(s),,Carlisle Construction Materials,1 m2,,m2 x RSI,m2,#name_is_not_extracted,"Polyisocyanurate (Polyiso) is a cellular closed-cell rigid foam plastic insulation. The Polyiso wall insulation boards consist
of a foam core sandwiched between twofacers (top and bottom). The foam core is comprised of a thermoset polymer
that hardens by curing from a viscous liquid prepolymer. The rigid foam is produced through the reaction of methylene
diphenylene diisocyanate (MDI) with polyester polyol. Other additives such as catalyst, surfactant, flame retardant, and
blowing agent (pentane or pentane blends) are part of the formulation. Pentane is a hydrocarbon with negligible ozone
depletion potential (ODP) (U.S. EPA, 2018) and low global warming potential (GWP) (U.S. EPA, 2020). For nearly 20
years, the polyiso industry has only utilized pentane or pentane blends in product formulations. Upon mixing of the
components, the viscous pre-polymer is laid between the facers, and a chemical reaction cross-links polymer chains
creating a rigid and durable cellular structure. For wall applications, this study considers one type of facer, a glass
reinforced aluminum foil facer, which plays a critical role in accommodating a continuous manufacturing process.",ec3zqp8c,46338,44512,https://cqddatastore.blob.core.windows.net/cqd/images/45b3ba8ed5e14788b3a2f6b21354b6ce.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,4.2524467,4.2524467,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Carlisle Construction Materials Plant(s),,Carlisle Construction Materials,1 m2,,m2 x RSI,m2,Polyiso Roof Insulation Board with GRF Facer,"Polyisocyanurate (Polyiso) is a cellular closed-cell rigid foam plastic insulation. Polyiso roof insulation boards consist of a foam core sandwiched between twofacers (top and bottom). The foam core is comprised of a thermoset polymer that hardens by curing from a viscous liquid prepolymer. The rigid foam is produced through the reaction of methylene diphenylene diisocyanate (MDI) with polyester polyol. Other additives such as catalyst, surfactant, flame retardant, and blowing agent (pentane or pentane blends) are part of the formulation. Pentane is a hydrocarbon with negligible ozone depletion potential (ODP) (U.S. EPA, 2018) and low global warming potential (GWP) (U.S. EPA, 2020). For nearly 20 years, the polyiso industry has only utilized pentane or pentane blends in product formulations. Upon mixing of the components, the viscous pre-polymer is laid between the facers, and a chemical reaction cross-links polymer chains creating a rigid and durable cellular structure. For roofing applications, the most common facer is a glass fiber reinforced cellulosic facer (GRF) produced predominantly from recycled post-consumer and/or post-industrial fibers. Polyiso roof insulation is also manufactured with polymer-bonded coated glass facer (CGF), consisting of a glass fiber mat coated with polymers. Both facer types play a critical role in accommodating a continuous manufacturing process.",ec3u8fbb,46282,44456,https://cqddatastore.blob.core.windows.net/cqd/images/c3b3430bafb74ce88923bb857f0b71b1.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.243,2.1758,2.1758,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Celenit Plant(s),,Celenit,1 m2,,m2 x RSI,m2,Thermal and acoustic wood wool boards - monolayer,"CELENIT wood wool panels are made of fir wood coming from sustainable management forests (PEFC™ or FSC®) and mineral binders mainly Portland cement, white or grey, and marble powder. The mix of the mentioned raw materials, the density of the mixture and the inclusion of additional layers/elements give the panels specific technical properties which make them very versatile multi-purpose products for many building applications. The cellular structure of wood gives the insulation panel lightness and elasticity. The gaps between the fibres gives sound absorption and excellent ability to adhere to all forms of mortar. The presence of Portland cement gives high resistance to water and frost and superior mechanical properties such as resistance to bending and compression and high fire resistance. The products included in the present EPD are monolayer panels and are classified in two different divisions. BUILDING | CONSTRUCTION regards building insulation products, consisting mainly of grey Portland cement and 3 mm standard texture and includes the following panels: CELENIT N and N/C (monolayer, grey cement), CELENIT R, RA (monolayer with wooden laths) and RAB (same product as RA but with white cement). ACOUSTIC | DESIGN division is specific for sound absorbing applications and regards panels selected for their aesthetic quality, mainly with white Portland cement; it includes the following panels: CELENIT ABE, AB and NB (white cement and respectively extra-thin, thin and standard textures), CELENIT AE, A (grey cement and respectively extra-thin and thin textures), ABE/A2, AB/A2, AE/A2, A/A2 (same descriptions for previous boards but in Euroclass A2-s1,d0). The products are compliant to the EN 13168 standard “Thermal insulation products for buildings. Factory made wood wool (WW) products” and to the EN 13964 “Suspended ceilings. Requirements and test methods”.",ec3wjskw,46043,44218,https://cqddatastore.blob.core.windows.net/cqd/images/88076da80168471a8ce262b20f3e74f6.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,2.6,2.6,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified CORSTYRENE Plant(s),,CORSTYRENE,1 m2,,m2 x RSI,m2,CORSTYRENE EXTERIEUR-D ULTRA 100mm-120mm,CORSTYRENE EXTERIEUR-D ULTRA 100mm-120mm,ec3t1fsy,47004,45177,https://cqddatastore.blob.core.windows.net/cqd/images/95322316ecbd4e6cb4c43ee51525d1fc.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,7.76,7.76,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified CORSTYRENE Plant(s),,CORSTYRENE,1 m2,,m2 x RSI,m2,CORSTYRENE EXTERIEUR-D ULTRA 140mm-160mm,CORSTYRENE EXTERIEUR-D ULTRA 140mm-160mm,ec3atyqa,47004,45177,https://cqddatastore.blob.core.windows.net/cqd/images/89041a5c352d468ebdf5846b37a914ae.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,10.4,10.4,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified CORSTYRENE Plant(s),,CORSTYRENE,1 m2,,m2 x RSI,m2,CORSTYRENE EXTERIEUR-D ULTRA 180mm-200mm,CORSTYRENE EXTERIEUR-D ULTRA 180mm-200mm,ec3ah60d,47004,45177,https://cqddatastore.blob.core.windows.net/cqd/images/7085d0354db74de1a5638361ff57fea6.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,12.9,12.9,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Decora S.A. Plant(s),,Decora S.A.,1 m2,,m2 x RSI,m2,XPS UNDERLAYS,"This environmental declaration type III covers products from the XPS underlays group. The products are made of polystyrene and laminated with PET. The underlay for floor panels is an important element of the new floor, which significantly affects its durability, improves the acoustic comfort by high level of noise reduction. Products (figure 1) are intended to be used for rooms with high traffic intensity and provide heavy load resistance. The products are manufactured thicknesses from 1.0 to 6.0 mm. The basic products are 1,0 mm, 1,5 mm, 1,6 mm, 2,0 mm, 3,0 mm and 5,0 mm. All products have a set of tests in accordance with the EN16354 standard. All specific product technical data is available at manufacturer website. The products may be market available under the Decora’s brands.",ec3u3b5c,46388,44562,https://cqddatastore.blob.core.windows.net/cqd/images/4906c250463a434f9b02bd6e1c079d38.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,25.45333333,25.45333333,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Derivados Asfálticos Normalizados S.A. (DANOSA) Plant(s),,Derivados Asfálticos Normalizados S.A. (DANOSA),1 m2,,m2 x RSI,,S-P-00501 XPS foam board DANOPREN® (ECO EPD 00000467; dual registration to IBU),"DANOPREN is a rigid extruded polystyrene (XPS) foam board with different edge treatments at various thicknesses. Manufactured without CFC's, HCFC's or HFC's. This EPD has been registered under the scope of mutual recognition between Institut Bauen und Umwelt e.V. (IBU) and The International EPD® System. The EPD thus has the right to bear the logotype of both programmes, and is also published here: www.ibu-epd.com / https://epd-online.com.",ec3w1dzu,45432,42723,https://cqddatastore.blob.core.windows.net/cqd/images/216bc7ad60404ca8aef52a7eec8da762.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,,,,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified EPS Industry Alliance Plant(s),,EPS Industry Alliance,1 m2,,m2 x RSI,m2,EPS Insulation,"Expanded polystyrene (EPS) insulation is a closed-cell foam plastic that is 98% air. EPS insulation is foam plastic
and has never contained chlorofluorocarbon (CFCs), hydrofluorocarbons (HFCs) or hydrochlorofluorocarbon
(HCFCs) blowing agents. EPS is easily recyclable and re-incorporated into the manufacturing process.",ec3e6k6d,44783,42957,https://cqddatastore.blob.core.windows.net/cqd/images/9127837506f047408d95bbd5892c2dba.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,2.79,2.79,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified ETEX France Building Performance : SINIAT - SALSI Plant(s),,ETEX France Building Performance : SINIAT - SALSI,1 m2,,m2 x RSI,m2,"UNIMAT FACADE, FACADE ULTRA 205-300","UNIMAT FACADE, FACADE ULTRA 205-300",ec3jz7r6,45024,43174,https://cqddatastore.blob.core.windows.net/cqd/images/92e2065ad61b44b9939ce305bdd868f0.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,18,18,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified ETEX France Building Performance : SINIAT - SALSI Plant(s),,ETEX France Building Performance : SINIAT - SALSI,1 m2,,m2 x RSI,m2,"UNIMAT,FACADE, FACADE ULTRA 20-100 ET MUR TH 32 20-120","UNIMAT,FACADE, FACADE ULTRA 20-100 ET MUR TH 32 20-120",ec33z63g,45024,43174,https://cqddatastore.blob.core.windows.net/cqd/images/5da020438b4745d68363236f72b89e72.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,6,6,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified ETEX France Building Performance : SINIAT - SALSI Plant(s),,ETEX France Building Performance : SINIAT - SALSI,1 m2,,m2 x RSI,m2,"UNIMAT,FACADE, FACADE ULTRA 105 -140 ET MUR TH 32 125 -160","UNIMAT,FACADE, FACADE ULTRA 105 -140 ET MUR TH 32 125 -160",ec323d1g,45024,43174,https://cqddatastore.blob.core.windows.net/cqd/images/eab17d2fbc4b49f3bb56497af871b871.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,8.4,8.4,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified ETEX France Building Performance : SINIAT - SALSI Plant(s),,ETEX France Building Performance : SINIAT - SALSI,1 m2,,m2 x RSI,m2,"UNIMAT,FACADE, FACADE ULTRA 145-200 ET MUR TH 32 165-220","UNIMAT,FACADE, FACADE ULTRA 145-200 ET MUR TH 32 165-220",ec3eyuuk,45024,43174,https://cqddatastore.blob.core.windows.net/cqd/images/4bc14995ef27479580fa8d749abf5cc8.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,12,12,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Etex Group Plant(s),,Etex Group,1 m2,,m2 x RSI,kg,PROMATECT®-L/L500,"PROMATECT®-L and PROMATECT®-L500 are lightweight, non-combustible, fire resisting calcium silicate boards, not sensitive to moisture. Both boards are manufactured in the same plant, using the same production technology and similar raw materials though with different quantities. The functional unit refers to a weighted average product based on the ratio of tons produced of both products in the reference year 2013.",ec353e3h,44453,42262,https://cqddatastore.blob.core.windows.net/cqd/images/1e978ca504de4733832b3b76a9888af1.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.243,,,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Etex Group Plant(s),,Etex Group,1 m2,,m2 x RSI,m2,EQUITONE TECTIVA fibre cement board,"EQUITONE [TECTIVA] is an autoclaved calcium silicate Eternit fibre cement sheet produced at Kapelle-op-den-Bos production plant, Belgium. The study is based on the annual production of Tectiva from 2016, where all data reported are calculated as total value per site based on production volumes. It is mainly made of sand, cement, cellulose, wollastonite, clay and lime. This product is used as panel for exterior (and interior) walls covering. This average product is representative of the following colour range: TE00, TE 10, TE 20, TE 30, TE 40, TE 50, TE 60, TE 80 and TE 90 made in 8mm or 12mm thick boards. Only pigment composition changes from a EQUITONE [TECTIVA] product to the other. All products from this range: have been manufactured according to the same industrial process; have homogenous physical properties; have the same density; have been in the European market since 2007; have been produced in a unique factory (Kapelle-op-den-Bos) since 2007.",ec3ssaf4,45495,43668,https://cqddatastore.blob.core.windows.net/cqd/images/796615a5eb914fd8900f9bd7b79c7ed8.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.243,8.0554825,8.0554825,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Etex Group Plant(s),,Etex Group,1 m2,,m2 x RSI,m2,PROMATECT-H,"All the raw materials are mixed in water and combined to form a thick slurry. The slurry is formed to a board on a forming drum, cut and stacked for curing. The board is autoclaved under saturated steam pressure and dried. Edges are trimmed and the reverse surface sanded to the desired thickness. All material which is cut off or sanded away is fully recycled within the process. Technical data: Performance data of the product in accordance with the declaration of performance with respect to its essential characteristics according to /ETA 06/0206/, 2018-06-25/ PROMATECT®-H apply. Declared unit: The functional unit is 1m² of PROMATECT®-H with a thickness of 5mm (abbreviated as 1 m²5). For any actual board thickness, the values resulting from the LCA shall be multiplied by the ratio (actual thickness [mm] / 5 mm)",ec3rsnx7,45400,43573,https://cqddatastore.blob.core.windows.net/cqd/images/77a2008b869b4cc89177292cb211f7f8.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,2.6733434,2.6733434,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Etex Group Plant(s),,Etex Group,1 m2,,m2 x RSI,m2,PROMATECT®-100,The raw materials are mixed in water and blended in a reactor to form calcium silicate. This is combined in a mixer with the other raw materials to form a thick slurry. The slurry is formed to a board. Boards are dried and edges are trimmed. All material which is cut off is fully recycled within the production plant. The quality management system of the company and the production facility are certified according to ISO 9001. Declared unit: The declared unit is 1 m² of PROMATECT®-100 with a thickness of 15 mm. The results for other thicknesses can be obtained by multiplying the presented results by the corresponding adjustment factor as included in the table.,ec363ctu,46349,44523,https://cqddatastore.blob.core.windows.net/cqd/images/9a93503f550a474591521de0129d49eb.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,5.39,5.39,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Etex Group Plant(s),,Etex Group,1 m2,,m2 x RSI,m2,PROMATECT®-100 / PROMATECT®-200 / PROMATECT®-250 / PROMAXON® Typ A,The raw materials are mixed in water and blended in a reactor to form calcium silicate. This is combined in a mixer with the other raw materials to form a thick slurry. The slurry is formed to a board. Boards are dried and edges are trimmed. All material which is cut off is fully recycled within the production plant. The quality management system of the company and the production facility are certified according to ISO 9001:2015. Declared unit: The functional unit is 1 m² of PROMATECT®-100/200/250 and PROMAXON®-Typ A with a thickness of 15 mm. The results for other thicknesses can be obtained by multiplying the presented results by the corresponding adjustment factor as included in the table. The unit refers to a weighted average product based on the ratio of tons produced of all products in the reference year 2019.,ec3a62fa,46271,44356,https://cqddatastore.blob.core.windows.net/cqd/images/94382b7cc9414638849a6caace338f8f.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,5.536,5.536,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Etex Group Plant(s),,Etex Group,1 m2,,m2 x RSI,m2,PROMATECT®-L / PROMATECT®-L500 / PROMATECT®-AD / VERMICULUX-S,"Sand, water and lime are mixed and blended in a reactor to form calcium silicate. This is combined in a mixer with the other raw materials to form a thick slurry. The slurry is formed to a board in a filter press. Boards are dried, edges are trimmed and the upper surface is sanded to the specific thickness. All material which is cut off or sanded away is fully recycled within the process. The quality management system of the company and the production facility are certified according to ISO 9001:2015. Declared unit: The functional unit is 1 m² of PROMATECT®-L/-L500/-AD and VERMICULUX-S with a thickness of 30mm. The results for other thicknesses can be obtained by multiplying the presented results by the corresponding adjustment factor as included in the table. This unit refers to a weighted average product based on the ratio of tons produced of all products in the reference year 2019.",ec3upbm3,46271,44356,https://cqddatastore.blob.core.windows.net/cqd/images/fc0f90a31bdd4e55996e09b04707ee10.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,20.707,20.707,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Etex Group Plant(s),,Etex Group,1 m2,,m2 x RSI,m2,PROMATECT®-L500,"Sand, water and lime are mixed and blended in a reactor to form calcium silicate. This is combined in a mixer with the other raw materials to form a thick slurry. The slurry is formed to a board in a filter press. Boards are dried, edges are trimmed and the upper surface is sanded to the specific thickness. All material which is cut off or sanded away is fully recycled within the process. The quality management system of the company and the production facility are certified according to ISO 9001. Declared unit: The declared unit is 1 m² of PROMATECT®-L500 with a thickness of 30 mm. In an annexe to this EPD, the LCA results for the thickness 50 mm are declared as well. The results for other thicknesses can be obtained by multiplying the presented results by the corresponding adjustment factor as included in the table.",ec3gkhpy,46349,44523,https://cqddatastore.blob.core.windows.net/cqd/images/43f806e211a04e659727b7bd83745110.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,20.464,20.464,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Etex Group Plant(s),,Etex Group,1 m2,,m2 x RSI,m2,PROMATECT®-LS,"Sand, water and lime are mixed and blended in a reactor to form calcium silicate. This is combined in a mixer with the other raw materials to form a thick slurry. The slurry is formed to a board in a filter press. Boards are dried, edges are trimmed and the upper surface is sanded to the specific thickness. All material which is cut off or sanded away is fully recycled within the process. The quality management system of the company and the production facility are certified according to ISO 9001:2015. Declared unit: The functional unit is 1 m² PROMATECT®-LS with a thickness of 35 mm. The results for other thicknesses can be obtained by multiplying the presented results by the corresponding adjustment factor as included in the table.",ec391sqb,46271,44445,https://cqddatastore.blob.core.windows.net/cqd/images/fff59df0a6284b90926d34e5ecd0eca4.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,23.742,23.742,,,,,,
EC3,07 21 13 Board Insulation,ThermalMoistureProtection,Board,ThermalMoistureProtection >> Insulation >> BoardInsulation,Insulation,BoardInsulation,,,,Product-Specific EPD,,,Unspecified Etex Group Plant(s),,Etex Group,1 m2,,m2 x RSI,m2,PROMATECT®-LS,"Sand, water and lime are mixed and blended in a reactor to form calcium silicate. This is combined in a mixer with the other raw materials to form a thick slurry. The slurry is formed to a board in a filter press. Boards are dried, edges are trimmed and the upper surface is sanded to the specific thickness. All material which is cut off or sanded away is fully recycled within the process. The quality management system of the company and the production facility are certified according to ISO 9001. Declared unit: The declared unit is 1 m² PROMATECT®-LS with a thickness of 35 mm. The results for other thicknesses can be obtained by multiplying the presented results by the corresponding adjustment factor as included in the table.",ec3c602m,46349,44523,https://cqddatastore.blob.core.windows.net/cqd/images/c0523c37cbb246cda6c87da0048d8124.png,,,"Rigid insulation products including rigid foams, wood fiberboard insulation, and rigid mineral wool boards",2.2 kg,,,,PlantGroup,,,FALSE,,,,0.274,23.469,23.469,,,,,,
